author,title,pages,year,booktitle,ee,crossref,url,genre
"['Di Liu', 'Xiaofang Zhang', 'Yang Feng', 'James A. Jones']",Generating descriptions for screenshots to assist crowdsourced testing.,['492-496'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330246', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330246']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#LiuZFJ18'],inproceedings
"['Rodrigo Morales', 'Aminata Sabane', 'Pooya Musavi', 'Foutse Khomh', 'Francisco Chicano', 'Giuliano Antoniol']",Finding the Best Compromise Between Design Quality and Testing Effort During Refactoring.,['24-35'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.23', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.23']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#MoralesSMKCA16'],inproceedings
"['Kunihiro Noda', 'Yusuke Nemoto', 'Keisuke Hotta', 'Hideo Tanida', 'Shinji Kikuchi']",Experience Report: How Effective is Automated Program Repair for Industrial Software?,['612-616'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054829'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#NodaNHTK20'],inproceedings
"['Harald Altinger', 'Yanja Dajsuren', 'Sebastian Siegl', 'Jurgen J. Vinju', 'Franz Wotawa']",On Error-Class Distribution in Automotive Model-Based Software.,['688-692'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.81', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.81']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#AltingerDSVW16'],inproceedings
"['Sergio Mover', 'Sriram Sankaranarayanan 0001', 'Rhys Braginton Pettee Olsen', 'Bor-Yuh Evan Chang']",Mining framework usage graphs from app corpora.,['277-289'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330216', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330216']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#MoverSOC18'],inproceedings
['Aleieldin Salem'],GoldRusher: A miner for rapid identification of hidden code.,['517-521'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330251', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330251']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#Salem18'],inproceedings
"['Ildiko Pete', 'Dharini Balasubramaniam']",Handling the differential evolution of software artefacts: A framework for consistency management.,['599-600'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081889', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081889']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#PeteB15'],inproceedings
"['Victor Sobreira', 'Thomas Durieux', 'Fernanda Madeiral', 'Martin Monperrus', 'Marcelo de Almeida Maia']",Dissection of a bug dataset: Anatomy of 395 patches from Defects4J.,['130-140'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330203', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330203', 'https://www.wikidata.org/entity/Q59408365']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#SobreiraDDMM18'],inproceedings
"['Chenkai Guo', 'Weijing Wang', 'Yanfeng Wu', 'Naipeng Dong', 'Quanqi Ye', 'Jing Xu 0008', 'Sen Zhang']",Systematic Comprehension for Developer Reply in Mobile System Forum.,['242-252'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668016'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#GuoWWDYXZ19'],inproceedings
"['Gustavo Pinto 0001', 'Igor Steinmacher', 'Marco Aurélio Gerosa']",More Common Than You Think: An In-depth Study of Casual Contributors.,['112-123'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.68', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.68']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#PintoSG16'],inproceedings
['Marcel Steinbeck'],Mining Version Control Systems and Issue Trackers with LibVCS4j.,['647-651'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054841'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#Steinbeck20'],inproceedings
"['Lucas Pelloni', 'Giovanni Grano', 'Adelina Ciurumelea', 'Sebastiano Panichella', 'Fabio Palomba', 'Harald C. Gall']",BECLoMA: Augmenting stack traces with user review information.,['522-526'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330252', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330252']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#PelloniGCPPG18'],inproceedings
"['Tommaso Dal Sasso', 'Andrea Mocci', 'Michele Lanza']",Misery loves company: CrowdStacking traces to aid problem detection.,['131-140'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081823', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081823']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#SassoML15'],inproceedings
"['Nikolaos Tsantalis', 'Theodoros Chaikalis', 'Alexander Chatzigeorgiou']",Ten years of JDeodorant: Lessons learned from the hunt for smells.,['4-14'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330192', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330192']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#TsantalisCC18'],inproceedings
"['Reno Dantas', 'Antonio Carvalho', 'Diego Marcilio', 'Luisa Fantin', 'Uriel Silva', 'Walter Lucas 0001', 'Rodrigo Bonifácio']",Reconciling the past and the present: An empirical study on the application of source code transformations to automatically rejuvenate Java programs.,['497-501'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330247', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330247']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#DantasCMFSLB18'],inproceedings
"['Wenjian Liu', 'Xin Peng 0001', 'Zhenchang Xing', 'Junyi Li', 'Bing Xie', 'Wenyun Zhao']",Supporting exploratory code search with differencing and visualization.,['300-310'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330218', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330218']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#LiuPXLXZ18'],inproceedings
"['Ahmad Jbara', 'Mousa Agbaria', 'Alon Adoni', 'Malek Jabareen', 'Ameen Yasin']",ICSD: Interactive Visual Support for Understanding Code Control Structure.,['644-648'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8667981'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#JbaraAAJY19'],inproceedings
"['Dennis Dams', 'Arjan J. Mooij', 'Pepijn Kramer', 'Andrei Radulescu', 'Jaromir Vanhara']",Model-based software restructuring: Lessons from cleaning up COM interfaces in industrial legacy code.,['552-556'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330258', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330258']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#DamsMKRV18'],inproceedings
"['Sa Gao', 'Chunyang Chen', 'Zhenchang Xing', 'Yukun Ma', 'Wen Song', 'Shang-Wei Lin 0001']",A Neural Model for Method Name Generation from Functional Description.,['411-421'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8667994'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#GaoCXMSL19'],inproceedings
"['Haipeng Cai', 'Raúl A. Santelices']",TRACERJD: Generic trace-based dynamic dependence analysis with fine-grained logging.,['489-493'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081862', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081862']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#CaiS15a'],inproceedings
"['Valentina Lenarduzzi', 'Francesco Lomio', 'Heikki Huttunen', 'Davide Taibi 0001']",Are SonarQube Rules Inducing Bugs?,['501-511'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054821'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#LenarduzziLHT20'],inproceedings
"['Davood Mazinanian', 'Nikolaos Tsantalis']",An Empirical Study on the Use of CSS Preprocessors.,['168-178'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.18', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.18']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#MazinanianT16'],inproceedings
"['Jordi Cabot', 'Javier Luis Cánovas Izquierdo', 'Valerio Cosentino', 'Belen Rolandi']",Exploring the use of labels to categorize issues in Open-Source Software projects.,['550-554'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081875', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081875']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#CabotICR15'],inproceedings
"['Le An', 'Ons Mlouki', 'Foutse Khomh', 'Giuliano Antoniol']",Stack Overflow: A code laundering platform?,['283-293'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884629', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884629']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#AnMKA17'],inproceedings
"['Bodong Li', 'Yuanyuan Zhang 0002', 'Juanru Li', 'Runhan Feng', 'Dawu Gu']",APPCOMMUNE: Automated Third-Party Libraries De-duplicating and Updating for Android Apps.,['344-354'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668009'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#LiZLFG19'],inproceedings
"['Maleknaz Nayebi', 'Bram Adams', 'Guenther Ruhe']",Release Practices for Mobile Apps - What do Users and Developers Think?,['552-562'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.116', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.116']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#NayebiAR16'],inproceedings
"['Leonel Merino', 'Mircea Lungu', 'Christoph Seidl 0001']",Unleashing the Potentials of Immersive Augmented Reality for Software Engineering.,['517-521'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054812'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#MerinoL020'],inproceedings
"['Viggo Holmstedt', 'Shegaw Anagaw Mengiste']",The importance of program Design Patterns training.,['559-560'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884676', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884676']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#HolmstedtM17'],inproceedings
"['Deheng Ye', 'Zhenchang Xing', 'Chee Yong Foo', 'Zi Qun Ang', 'Jing Li 0034', 'Nachiket Kapre']",Software-Specific Named Entity Recognition in Software Engineering Social Content.,['90-101'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.10', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.10']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#YeXFALK16'],inproceedings
"['Fernanda Madeiral', 'Simon Urli', 'Marcelo de Almeida Maia', 'Martin Monperrus']",BEARS: An Extensible Java Bug Benchmark for Automatic Program Repair Studies.,['468-478'],2019,SANER,"['https://doi.org/10.1109/SANER.2019.8667991', 'https://www.wikidata.org/entity/Q64356209']",['conf/wcre/2019'],['db/conf/wcre/saner2019.html#DelfimUMM19'],inproceedings
"['Andreas Sailer', 'Michael Deubzer', 'Gerald Lüttgen', 'Jürgen Mottok']",CoreTAna: A Trace Analyzer for Reverse Engineering Real-Time Software.,['657-660'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.36', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.36']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#SailerDLM16'],inproceedings
"['Laleh Mousavi Eshkevari', 'Fabien Dos Santos', 'James R. Cordy', 'Giuliano Antoniol']",Are PHP applications ready for Hack?,['63-72'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081816', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081816']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#EshkevariSCA15'],inproceedings
"['Chunhua Yang', 'E. James Whitehead Jr.']",Pruning the AST with Hunks to Speed up Tree Differencing.,['15-25'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668032'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#YangW19'],inproceedings
"['Raula Gaikovina Kula', 'Daniel M. Germán', 'Takashi Ishio', 'Katsuro Inoue']",Trusting a library: A study of the latency to adopt the latest Maven release.,['520-524'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081869', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081869']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#KulaGII15'],inproceedings
"['Li Li 0029', 'Tegawendé F. Bissyandé', 'Jacques Klein', 'Yves Le Traon']","Parameter Values of Android APIs: A Preliminary Study on 100, 000 Apps.",['584-588'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.51', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.51']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#0029BKT16a'],inproceedings
"['Marc-André Laverdière', 'Ettore Merlo']",Detection of protection-impacting changes during software evolution.,['434-444'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330230', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330230']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#LaverdiereM18'],inproceedings
"['Heng Li 0007', 'Weiyi Shang', 'Ying Zou 0001', 'Ahmed E. Hassan']",Towards just-in-time suggestions for log changes (journal-first abstract).,['467'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330233', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330233']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#LiSZH18'],inproceedings
"['Xiao Cheng', 'Yuting Chen', 'Zhenjiang Hu', 'Tao Zan', 'Mengyu Liu', 'Hao Zhong', 'Jianjun Zhao']",Supporting Selective Undo for Refactoring.,['13-23'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.20', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.20']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#ChengCHZLZZ16'],inproceedings
"['David Ameller', 'Carles Farré', 'Xavier Franch', 'Danilo Valerio', 'Antonino Cassarino']",Towards continuous software release planning.,['402-406'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884642', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884642']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#AmellerFFVC17'],inproceedings
"['Samridhi Choudhary', 'Christopher Bogart', 'Carolyn Penstein Rosé', 'Jim Herbsleb']",Using Productive Collaboration Bursts to Analyze Open Source Collaboration Effectiveness.,['400-410'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054852'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#ChoudharyBRH20'],inproceedings
"['Carol V. Alexandru', 'Sebastiano Panichella', 'Harald C. Gall']",Reducing redundancies in multi-revision code analysis.,['148-159'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884617', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884617']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#AlexandruPG17'],inproceedings
['Engin Kirda'],"UNVEIL: A large-scale, automated approach to detecting ransomware (keynote).",['1'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884603', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884603']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#Kirda17'],inproceedings
"['Mehran Mahmoudi', 'Sarah Nadi', 'Nikolaos Tsantalis']",Are Refactorings to Blame? An Empirical Study of Refactorings in Merge Conflicts.,['151-162'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668012'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#MahmoudiNT19'],inproceedings
"['Alexandre Decan', 'Tom Mens', 'Maëlick Claes']",An empirical comparison of dependency issues in OSS packaging ecosystems.,['2-12'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884604', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884604', 'https://www.wikidata.org/entity/Q58146925']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#DecanMC17'],inproceedings
"['Preetha Chatterjee', 'Manziba Akanda Nishi', 'Kostadin Damevski', 'Vinay Augustine', 'Lori L. Pollock', 'Nicholas A. Kraft']",What information about code snippets is available in different software-related documents? An exploratory study.,['382-386'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884638', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884638']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#ChatterjeeNDAPK17'],inproceedings
"['Marcel Steinbeck', 'Rainer Koschke', 'Marc O. Rüdel']",How EvoStreets Are Observed in Three-Dimensional and Virtual Reality Environments.,['332-343'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054802'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#SteinbeckKR20'],inproceedings
"['Ahmed Zerouali', 'Tom Mens']",Analyzing the evolution of testing library usage in open source Java projects.,['417-421'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884645', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884645']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#ZeroualiM17'],inproceedings
"['Qingtao Jiang', 'Xin Peng 0001', 'Hai Wang', 'Zhenchang Xing', 'Wenyun Zhao']",Summarizing Evolutionary Trajectory by Grouping and Aggregating relevant code changes.,['361-370'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081846', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081846']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#JiangPWXZ15'],inproceedings
"['Rodrigo Morales', 'Shane McIntosh', 'Foutse Khomh']","Do code review practices impact design quality? A case study of the Qt, VTK, and ITK projects.",['171-180'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081827', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081827']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#MoralesMK15'],inproceedings
"['Lutz Büch', 'Artur Andrzejak 0001']",Learning-Based Recursive Aggregation of Abstract Syntax Trees for Code Clone Detection.,['95-104'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668039'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#BuchA19'],inproceedings
"['Dario Di Nucci', 'Fabio Palomba', 'Antonio Prota', 'Annibale Panichella', 'Andy Zaidman', 'Andrea De Lucia']","Software-based energy profiling of Android apps: Simple, efficient and reliable?",['103-114'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884613', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884613']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#NucciPPPZL17'],inproceedings
"['Ahmed Zerouali', 'Tom Mens', 'Gregorio Robles', 'Jesús M. González-Barahona']",On the Diversity of Software Package Popularity Metrics: An Empirical Study of npm.,['589-593'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8667997'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#ZeroualiMRG19a'],inproceedings
"['Brian Bartman', 'Christian D. Newman', 'Michael L. Collard', 'Jonathan I. Maletic']",srcQL: A syntax-aware query language for source code.,['467-471'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884655', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884655']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#BartmanNCM17'],inproceedings
"['Christian Macho', 'Shane McIntosh', 'Martin Pinzger 0001']",Predicting Build Co-changes with Source Code Change and Commit Categories.,['541-551'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.22', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.22']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#MachoMP16'],inproceedings
"['Zhou Xu 0003', 'Jin Liu 0016', 'Xiapu Luo', 'Tao Zhang 0001']",Cross-version defect prediction via hybrid active learning with kernel principal component analysis.,['209-220'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330210', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330210']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#XuLLZ18'],inproceedings
"['Julien Delplanque', 'Anne Etien', 'Olivier Auverlot', 'Tom Mens', 'Nicolas Anquetil', 'Stéphane Ducasse']",CodeCritics applied to database schema: Challenges and first results.,['432-436'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884648', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884648']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#DelplanqueEAMAD17'],inproceedings
"['Mohammad Masudur Rahman 0001', 'Chanchal K. Roy']",STRICT: Information retrieval based search term identification for concept location.,['79-90'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884611', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884611']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#RahmanR17'],inproceedings
"['Yangyu Hu', 'Haoyu Wang 0001', 'Li Li 0029', 'Yao Guo 0001', 'Guoai Xu', 'Ren He']",Want to Earn a Few Extra Bucks? A First Look at Money-Making Apps.,['332-343'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668035'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#HuWL0XH19'],inproceedings
"['John Businge', 'Moses Openja', 'David Kavaler', 'Engineer Bainomugisha', 'Foutse Khomh', 'Vladimir Filkov']",Studying Android App Popularity by Cross-Linking GitHub and Google Play Store.,['287-297'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8667998'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#BusingeOKBKF19'],inproceedings
"['Aline Brito', 'Laerte Xavier', 'André C. Hora', 'Marco Tulio Valente']",APIDiff: Detecting API breaking changes.,['507-511'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330249', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330249']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#BritoXHV18a'],inproceedings
"['Tijana Vislavski', 'Gordana Rakic', 'Nicolás Cardozo', 'Zoran Budimac']",LICCA: A tool for cross-language clone detection.,['512-516'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330250', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330250']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#VislavskiRCB18'],inproceedings
"['Hiroyuki Kirinuki', 'Haruto Tanno', 'Katsuyuki Natsukawa']",COLOR: Correct Locator Recommender for Broken Test Scripts using Various Clues in Web Application.,['310-320'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8667976'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#KirinukiTN19'],inproceedings
['Douglas Martin'],"Towards a framework for analysis, transformation, and manipulation of Makefiles.",['601-602'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081890', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081890']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#Martin15'],inproceedings
"['Naoto Ogura', 'Shinsuke Matsumoto', 'Hideaki Hata', 'Shinji Kusumoto']",Bring your own coding style.,['527-531'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330253', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330253']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#OguraMHK18'],inproceedings
"['Zhou Xu 0003', 'Jifeng Xuan', 'Jin Liu 0016', 'Xiaohui Cui']",MICHAC: Defect Prediction via Feature Selection Based on Maximal Information Coefficient with Hierarchical Agglomerative Clustering.,['370-381'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.34', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.34']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#XuXLC16'],inproceedings
"['Keisuke Yano', 'Akihiko Matsuo']",Data access visualization for legacy application maintenance.,['546-550'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884671', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884671']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#YanoM17'],inproceedings
"['Jing Qiu', 'Xiaohong Su', 'Peijun Ma']",Library functions identification in binary code by using graph isomorphism testings.,['261-270'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081836', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081836']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#QiuSM15'],inproceedings
"['Le Yu', 'Xiapu Luo', 'Chenxiong Qian', 'Shuai Wang 0012']",Revisiting the Description-to-Behavior Fidelity in Android Applications.,['415-426'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.67', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.67']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#YuLQW16'],inproceedings
"['Martin White', 'Michele Tufano', 'Matias Martinez', 'Martin Monperrus', 'Denys Poshyvanyk']",Sorting and Transforming Program Repair Ingredients via Deep Learning Code Similarities.,['479-490'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668043'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#WhiteTMMP19'],inproceedings
"['Shuhan Yan', 'Hang Yu', 'Yuting Chen', 'Beijun Shen', 'Lingxiao Jiang']",Are the Code Snippets What We Are Searching for? A Benchmark and an Empirical Study on Code Search with Natural-Language Queries.,['344-354'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054840'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#YanYCSJ20'],inproceedings
"['Nicolas Dilley', 'Julien Lange']",An Empirical Study of Messaging Passing Concurrency in Go Projects.,['377-387'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668036'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#DilleyL19'],inproceedings
"['Md Rakibul Islam 0002', 'Minhaz F. Zibran']",A comparison of software engineering domain specific sentiment analysis tools.,['487-491'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330245', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330245', 'https://www.wikidata.org/entity/Q51710190']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#IslamZ18'],inproceedings
"['Hajra Naeem', 'Manar H. Alalfi']",Identifying Vulnerable IoT Applications using Deep Learning.,['582-586'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054817'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#NaeemA20'],inproceedings
"['Xi Xu', 'Ming Fan', 'Ang Jia', 'Yin Wang', 'Zheng Yan 0002', 'Qinghua Zheng', 'Ting Liu']",Revisiting the Challenges and Opportunities in Software Plagiarism Detection.,['537-541'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054847'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#XuFJW0ZL20'],inproceedings
"['Günter Fleck', 'Wilhelm Kirchmayr', 'Michael Moser', 'Ludwig Nocke', 'Josef Pichler', 'Rudolf Tober', 'Michael Witlatschil']",Experience Report on Building ASTM Based Tools for Multi-language Reverse Engineering.,['683-687'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.33', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.33']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#FleckKMNPTW16'],inproceedings
"['Peipei Wang', 'Gina R. Bai', 'Kathryn T. Stolee']",Exploring Regular Expression Evolution.,['502-513'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8667972'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#WangBS19'],inproceedings
