author,title,pages,year,booktitle,ee,crossref,url,genre
"['Javier Luis Cánovas Izquierdo', 'Valerio Cosentino', 'Belen Rolandi', 'Alexandre Bergel', 'Jordi Cabot']",GiLA: GitHub label analyzer.,['479-483'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081860', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081860']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#IzquierdoCRBC15'],inproceedings
"['Luyao Ren', 'Shurui Zhou', 'Christian Kästner', 'Andrzej Wasowski']",Identifying Redundancies in Fork-based Development.,['230-241'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668023'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#RenZKW19'],inproceedings
"['Sreeja Nair', 'Raoul Jetley', 'Anil R. Nair', 'Stefan Hauck-Stattelmann']",A static code analysis tool for control system software.,['459-463'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081856', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081856']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#NairJNH15'],inproceedings
"['Rick Rabiser', 'Sam Guinea', 'Michael Vierhauser', 'Luciano Baresi', 'Paul Grünbacher']",A comparison framework for runtime monitoring approaches (journal-first abstract).,['472'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330238', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330238']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#RabiserGVBG18'],inproceedings
"['Yanjie Zhao', 'Haoyu Wang 0001', 'Lei Ma 0003', 'Yuxin Liu', 'Li Li 0029', 'John Grundy 0001']",Knowledge Graphing Git Repositories: A Preliminary Study.,['599-603'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668034'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#ZhaoWMLLG19'],inproceedings
"['Ana Filipa Nogueira', 'José Carlos Bregieiro Ribeiro', 'Mário Alberto Zenha-Rela']",Trends on empty exception handlers for Java open source libraries.,['412-416'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884644', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884644']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#NogueiraRZ17'],inproceedings
['Jason Raber'],Columbo: High perfomance unpacking.,['507-510'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884663', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884663']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#Raber17'],inproceedings
"['Xiaofang Qi', 'Huayang Zhou']",A Splitting Strategy for Testing Concurrent Programs.,['388-398'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668040'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#QiZ19'],inproceedings
"['Jiabin Ye', 'Cheng Zhang', 'Lei Ma 0003', 'Haibo Yu 0001', 'Jianjun Zhao']",Efficient and Precise Dynamic Slicing for Client-Side JavaScript Programs.,['449-459'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.96', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.96']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#YeZMYZ16'],inproceedings
"['Eddie Antonio Santos', 'Joshua Charles Campbell', 'Dhvani Patel', 'Abram Hindle', 'José Nelson Amaral']",Syntax and sensibility: Using language models to detect and correct syntax errors.,['311-322'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330219', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330219']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#SantosCPHA18'],inproceedings
"['Zhuo Zhang 0007', 'Yan Lei', 'Xiaoguang Mao', 'Panpan Li']",CNN-FL: An Effective Approach for Localizing Faults using Convolutional Neural Networks.,['445-455'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668002'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#ZhangLML19'],inproceedings
"['Yalda Hashemi', 'Maleknaz Nayebi', 'Giuliano Antoniol']",Documentation of Machine Learning Software.,['666-667'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054844'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#HashemiNA20'],inproceedings
"['Tetsuya Kanda 0001', 'Mingyu Guo', 'Hideaki Hata', 'Ken-ichi Matsumoto']",Towards understanding an open-source bounty: Analysis of Bountysource.,['577-578'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884685', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884685']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#KandaGHM17'],inproceedings
"['He Jiang 0001', 'Jingxuan Zhang', 'Xiaochen Li', 'Zhilei Ren', 'David Lo 0001']",A More Accurate Model for Finding Tutorial Segments Explaining APIs.,['157-167'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.59', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.59']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#JiangZLRL16'],inproceedings
"['Sultan Wehaibi', 'Emad Shihab', 'Latifa Guerrouj']",Examining the Impact of Self-Admitted Technical Debt on Software Quality.,['179-188'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.72', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.72']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#WehaibiSG16'],inproceedings
"['Pavneet Singh Kochhar', 'Ferdian Thung', 'David Lo 0001']",Code coverage and test suite effectiveness: Empirical study with real bugs in large systems.,['560-564'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081877', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081877']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#KochharTL15'],inproceedings
"['Jie Wu', 'Chengyu Zhang 0001', 'Geguang Pu']",Reinforcement Learning Guided Symbolic Execution.,['662-663'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054815'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#WuZP20'],inproceedings
"['Jiajun Hu', 'Xiaobing Sun', 'David Lo 0001', 'Bin Li 0006']",Modeling the evolution of development topics using Dynamic Topic Models.,['3-12'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081810', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081810']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#HuSLL15'],inproceedings
"['Rubén Saborido', 'Giovanni Beltrame', 'Foutse Khomh', 'Enrique Alba', 'Giuliano Antoniol']",Optimizing User Experience in Choosing Android Applications.,['438-448'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.64', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.64']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#SaboridoBKAA16'],inproceedings
"['Benoît Verhaeghe', 'Anne Etien', 'Nicolas Anquetil', 'Abderrahmane Seriai', 'Laurent Deruelle', 'Stéphane Ducasse', 'Mustapha Derras']",GUI Migration using MDE from GWT to Angular 6: An Industrial Case.,['579-583'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8667989'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#VerhaegheEASDDD19'],inproceedings
"['Marcel Rebouças', 'Gustavo Pinto 0001', 'Felipe Ebert', 'Weslley Torres', 'Alexander Serebrenik', 'Fernando Castor']",An Empirical Study on the Usage of the Swift Programming Language.,['634-638'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.66', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.66']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#ReboucasPETSC16'],inproceedings
"['Meili Lu', 'Xiaobing Sun', 'Shaowei Wang 0002', 'David Lo 0001', 'Yucong Duan']",Query expansion via WordNet for effective code search.,['545-549'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081874', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081874']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#LuSWLD15'],inproceedings
"['Xiaoli Lian', 'Li Zhang 0029']",Optimized feature selection towards functional and non-functional requirements in Software Product Lines.,['191-200'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081829', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081829']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#LianZ15'],inproceedings
"['Adelina Ciurumelea', 'Sebastian Proksch', 'Harald C. Gall']",Suggesting Comment Completions for Python using Neural Language Models.,['456-467'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054866'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#CiurumeleaPG20'],inproceedings
"['Parastou Tourani', 'Bram Adams', 'Alexander Serebrenik']",Code of conduct in open source projects.,['24-33'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884606', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884606']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#TouraniAS17'],inproceedings
"['Hiroyuki Matsuo', 'Shinsuke Matsumoto', 'Yoshiki Higo', 'Shinji Kusumoto']",Madoop: Improving Browser-Based Volunteer Computing Based on Modern Web Technologies.,['634-638'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668014'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#MatsuoMHK19'],inproceedings
"['Mohammad Masudur Rahman 0001', 'Chanchal Kumar Roy', 'David Lo 0001']",RACK: Automatic API Recommendation Using Crowdsourced Knowledge.,['349-359'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.80', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.80']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#RahmanRL16'],inproceedings
"['Hongwei Li', 'Xuejiao Zhao', 'Zhenchang Xing', 'Lingfeng Bao', 'Xin Peng 0001', 'Dongjing Gao', 'Wenyun Zhao']",amAssist: In-IDE ambient search of online programming resources.,['390-398'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081849', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081849']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#LiZXBPGZ15'],inproceedings
"['Mathieu Nayrolles', 'Abdelwahab Hamou-Lhadj']",BUMPER: A Tool for Coping with Natural Language Searches of Millions of Bugs and Fixes.,['649-652'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.71', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.71']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#NayrollesH16'],inproceedings
['Rodrigo Morales'],Towards a framework for automatic correction of anti-patterns.,['603-604'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081891', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081891']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#Morales15'],inproceedings
"['Ting Chen 0002', 'Xiaoqi Li 0001', 'Xiapu Luo', 'Xiaosong Zhang']",Under-optimized smart contracts devour your money.,['442-446'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884650', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884650']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#ChenLLZ17'],inproceedings
"['Leszek Wlodarski', 'Boris Pereira', 'Ivan Povazan', 'Johan Fabry', 'Vadim Zaytsev']",Qualify First! A Large Scale Modernisation Report.,['569-573'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668006'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#WlodarskiPPFZ19'],inproceedings
"['Parastou Tourani', 'Bram Adams']",The Impact of Human Discussions on Just-in-Time Quality Assurance: An Empirical Study on OpenStack and Eclipse.,['189-200'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.113', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.113']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#TouraniA16'],inproceedings
"['Fiorella Zampetti', 'Gabriele Bavota', 'Gerardo Canfora', 'Massimiliano Di Penta']",A Study on the Interplay between Pull Request Review and Continuous Integration Builds.,['38-48'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8667996'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#ZampettiBCP19'],inproceedings
"['Mohamed Aymen Saied', 'Houari A. Sahraoui', 'Bruno Dufour']",An observational study on API usage constraints and their documentation.,['33-42'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081813', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081813']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#SaiedSD15'],inproceedings
"['Xuan-Bach D. Le', 'David Lo 0001', 'Claire Le Goues']",History Driven Program Repair.,['213-224'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.76', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.76']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#LeLG16'],inproceedings
"['Giovanni Grano', 'Adelina Ciurumelea', 'Sebastiano Panichella', 'Fabio Palomba', 'Harald C. Gall']",Exploring the integration of user feedback in automated testing of Android applications.,['72-83'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330198', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330198']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#GranoCPPG18'],inproceedings
"['Bing Liu', 'Lucia', 'Shiva Nejati', 'Lionel C. Briand', 'Thomas Bruckmann']",Localizing Multiple Faults in Simulink Models.,['146-156'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.38', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.38']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#LiuLNBB16'],inproceedings
"['Takuto Norikane', 'Akinori Ihara', 'Kenichi Matsumoto']",Which review feedback did long-term contributors get on OSS projects?,['571-572'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884682', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884682']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#NorikaneIM17'],inproceedings
"['Marwan Abi-Antoun', 'Yibin Wang', 'Ebrahim Khalaj', 'Andrew Giang', 'Václav Rajlich']",Impact analysis based on a global hierarchical Object Graph.,['221-230'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081832', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081832']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#Abi-AntounWKGR15'],inproceedings
"['Jierui Liu', 'Tianyong Wu', 'Xi Deng', 'Jun Yan 0009', 'Jian Zhang 0001']",InsDal: A safe and extensible instrumentation tool on Dalvik byte-code for Android applications.,['502-506'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884662', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884662']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#LiuWDYZ17'],inproceedings
"['Ons Mlouki', 'Foutse Khomh', 'Giuliano Antoniol']",On the Detection of Licenses Violations in the Android Ecosystem.,['382-392'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.73', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.73']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#MloukiKA16'],inproceedings
"['Daniel Kulesz', 'Verena Käfer', 'Stefan Wagner 0001']",Spreadsheet guardian: An approach to protecting semantic correctness throughout the evolution of spreadsheets (journal-first abstract).,['476'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330242', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330242']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#KuleszK018'],inproceedings
"['Yossi Gil', 'Ori Marcovitch', 'Matteo Orrù']",Pluggable Controllers and Nano-Patterns.,['447-451'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884651', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884651']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#GilMO17'],inproceedings
"['Mircea Cadariu', 'Eric Bouwers', 'Joost Visser 0001', 'Arie van Deursen']",Tracking known security vulnerabilities in proprietary software systems.,['516-519'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081868', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081868', 'https://www.wikidata.org/entity/Q57908665']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#CadariuBVD15'],inproceedings
"['Kui Liu 0001', 'Anil Koyuncu', 'Dongsun Kim 0001', 'Tegawendé F. Bissyandé']",AVATAR: Fixing Semantic Bugs with Fix Patterns of Static Analysis Violations.,['456-467'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8667970'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#LiuK0B19'],inproceedings
"['Giancarlo Sierra', 'Ahmad Tahmid', 'Emad Shihab', 'Nikolaos Tsantalis']",Is Self-Admitted Technical Debt a Good Indicator of Architectural Divergences?,['534-543'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8667999'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#SierraTST19'],inproceedings
"['Adelina Ciurumelea', 'Andreas Schaufelbühl', 'Sebastiano Panichella', 'Harald C. Gall']",Analyzing reviews and code of mobile apps for better release planning.,['91-102'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884612', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884612']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#CiurumeleaSPG17'],inproceedings
"['Zéphyrin Soh', 'Aiko Yamashita', 'Foutse Khomh', 'Yann-Gaël Guéhéneuc']",Do Code Smells Impact the Effort of Different Maintenance Programming Activities?,['393-402'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.103', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.103']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#SohYKG16'],inproceedings
"['Noureddine Kerzazi', 'Bram Adams']",Botched Releases: Do We Need to Roll Back? Empirical Study on a Commercial Web App.,['574-583'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.114', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.114']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#KerzaziA16'],inproceedings
"['David Anderson', 'Mark Hills 0001']",Query Construction Patterns in PHP.,['452-456'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884652', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884652']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#AndersonH17'],inproceedings
"['Stefan Wagner 0001', 'Asim Abdulkhaleq', 'Kamer Kaya', 'Alexander Paar']",On the Relationship of Inconsistent Software Clones and Faults: An Empirical Study.,['79-89'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.94', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.94', 'https://www.wikidata.org/entity/Q59899959']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#0001AKP16'],inproceedings
"['Thomas Rolfsnes', 'Stefano Di Alesio', 'Razieh Behjati', 'Leon Moonen', 'Dave W. Binkley']",Generalizing the Analysis of Evolutionary Coupling for Software Change Impact Analysis.,['201-212'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.101', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.101']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#RolfsnesABMB16'],inproceedings
"['Yikun Hu', 'Yuanyuan Zhang 0002', 'Juanru Li', 'Dawu Gu']",Cross-Architecture Binary Semantics Understanding via Similar Code Comparison.,['57-67'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.50', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.50']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#HuZLG16'],inproceedings
"['Romulo Nascimento', 'Aline Brito', 'André C. Hora', 'Eduardo Figueiredo 0001']",JavaScript API Deprecation in the Wild: A First Assessment.,['567-571'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054854'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#NascimentoBHF20'],inproceedings
"['Tobias Roehm', 'Stefan Nosovic', 'Bernd Bruegge']",Automated extraction of failure reproduction steps from user interaction traces.,['121-130'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081822', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081822']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#RoehmNB15'],inproceedings
"['Ran Ettinger', 'Shmuel S. Tyszberowicz', 'Shay Menaia']",Efficient method extraction for automatic elimination of type-3 clones.,['327-337'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884633', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884633']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#EttingerTM17'],inproceedings
"['Hugo Melo', 'Roberta Coelho', 'Christoph Treude']",Unveiling Exception Handling Guidelines Adopted by Java Developers.,['128-139'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668001'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#MeloCT19'],inproceedings
"['Alejandro Infante', 'Alexandre Bergel']",Efficiently identifying object production sites.,['575-579'],2015,SANER,"['https://doi.org/10.1109/SANER.2015.7081880', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2015.7081880']",['conf/wcre/2015'],['db/conf/wcre/saner2015.html#InfanteB15'],inproceedings
"['Wolfram Fenske', 'Jens Meinicke', 'Sandro Schulze', 'Steffen Schulze', 'Gunter Saake']",Variant-preserving refactorings for migrating cloned products to a product line.,['316-326'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884632', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884632']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#FenskeMSSS17'],inproceedings
"['Shaiful Alam Chowdhury', 'Varun Sapra', 'Abram Hindle']",Client-Side Energy Efficiency of HTTP/2 for Web and Mobile App Developers.,['529-540'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.77', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.77']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#ChowdhurySH16'],inproceedings
"['C. M. Khaled Saifullah', 'Muhammad Asaduzzaman', 'Chanchal K. Roy']",Exploring Type Inference Techniques of Dynamically Typed Languages.,['70-80'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054814'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#SaifullahAR20'],inproceedings
"['Hayley Borck', 'Mark S. Boddy', 'Ian J. De Silva', 'Steven A. Harp', 'Ken Hoyme', 'Steven Johnston', 'August Schwerdfeger', 'Mary Southern']",Frankencode: Creating Diverse Programs Using Code Clones.,['604-608'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.95', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.95']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#BorckBSHHJSS16'],inproceedings
"['Yuan Zhang 0009', 'Jiarun Dai', 'Xiaohan Zhang 0001', 'Sirong Huang', 'Zhemin Yang', 'Min Yang 0002', 'Hao Chen 0003']",Detecting third-party libraries in Android applications with high precision and recall.,['141-152'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330204', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330204']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#ZhangDZHYY018'],inproceedings
"['Victor Oliveira', 'Leopoldo Teixeira', 'Felipe Ebert']",On the Adoption of Kotlin on Android Development: A Triangulation Study.,['206-216'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054859'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#OliveiraTE20'],inproceedings
"['Daniel Mercier', 'Aziem Chawdhary', 'Richard Jones']",dynStruct: An automatic reverse engineering tool for structure recovery and memory use analysis.,['497-501'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884661', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884661']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#MercierCJ17'],inproceedings
"['Gábor Szoke', 'Csaba Nagy 0001', 'Rudolf Ferenc', 'Tibor Gyimóthy']",Designing and Developing Automated Refactoring Transformations: An Experience Report.,['693-697'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.17', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.17']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#SzokeNFG16'],inproceedings
"['Ferdian Thung', 'Stefanus A. Haryono', 'Lucas Serrano', 'Gilles Muller', 'Julia Lawall', 'David Lo 0001', 'Lingxiao Jiang']",Automated Deprecated-API Usage Update for Android Apps: How Far are We?,['602-611'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054860'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#ThungHSML0J20'],inproceedings
"['Renhao Xiong', 'David Lo 0001', 'Bixin Li']",Distinguishing Similar Design Pattern Instances through Temporal Behavior Analysis.,['296-307'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054804'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#Xiong0L20'],inproceedings
"['Bing Liu', 'Lucia', 'Shiva Nejati', 'Lionel C. Briand']",Improving fault localization for Simulink models using search-based testing and prediction models.,['359-370'],2017,SANER,"['https://doi.org/10.1109/SANER.2017.7884636', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2017.7884636']",['conf/wcre/2017'],['db/conf/wcre/saner2017.html#LiuLNB17'],inproceedings
"['Judith F. Islam', 'Manishankar Mondal', 'Chanchal K. Roy']",Bug Replication in Code Clones: An Empirical Study.,['68-78'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.78', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.78']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#IslamMR16'],inproceedings
"['Andrea Caracciolo', 'Bledar Aga', 'Mircea Lungu', 'Oscar Nierstrasz']",Marea: A Semi-Automatic Decision Support System for Breaking Dependency Cycles.,['482-492'],2016,SANER,"['https://doi.org/10.1109/SANER.2016.11', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2016.11', 'https://www.wikidata.org/entity/Q59640241']",['conf/wcre/2016'],['db/conf/wcre/saner2016.html#CaraccioloALN16'],inproceedings
['Lannan Luo'],Heap Memory Snapshot Assisted Program Analysis for Android Permission Specification.,['435-446'],2020,SANER,['https://doi.org/10.1109/SANER48275.2020.9054795'],['conf/wcre/2020'],['db/conf/wcre/saner2020.html#Luo20'],inproceedings
"['Ahmed Zerouali', 'Tom Mens', 'Gregorio Robles', 'Jesús M. González-Barahona']","On the Relation between Outdated Docker Containers, Severity Vulnerabilities, and Bugs.",['491-501'],2019,SANER,['https://doi.org/10.1109/SANER.2019.8668013'],['conf/wcre/2019'],['db/conf/wcre/saner2019.html#ZeroualiMRG19'],inproceedings
"['Markus Exler', 'Michael Moser', 'Josef Pichler', 'Günter Fleck', 'Bernhard Dorninger']",Grammatical inference from data exchange files: An experiment on engineering software.,['557-561'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330259', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330259']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#ExlerMPFD18'],inproceedings
"['Lingfeng Bao', 'Tien-Duy B. Le', 'David Lo 0001']",Mining sandboxes: Are we there yet?,['445-455'],2018,SANER,"['https://doi.org/10.1109/SANER.2018.8330231', 'http://doi.ieeecomputersociety.org/10.1109/SANER.2018.8330231']",['conf/wcre/2018'],['db/conf/wcre/saner2018.html#BaoLL18'],inproceedings
