author,title,pages,year,booktitle,ee,crossref,url,genre
['Sangameshwar Patil'],Concept-based classification of software defect reports.,['182-186'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.20', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.20', 'http://dl.acm.org/citation.cfm?id=3104211']",['conf/msr/2017'],['db/conf/msr/msr2017.html#Patil17'],inproceedings
"['Debdoot Mukherjee', 'Malika Garg']",Which work-item updates need your response?,['12-21'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6623998', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6623998', 'http://dl.acm.org/citation.cfm?id=2487090']",['conf/msr/2013'],['db/conf/msr/msr2013.html#MukherjeeG13'],inproceedings
"['Shaohua Wang 0002', 'NhatHai Phan', 'Yan Wang', 'Yong Zhao']",Extracting API tips from developer question and answer websites.,['321-332'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00058', 'https://dl.acm.org/citation.cfm?id=3341939']",['conf/msr/2019'],['db/conf/msr/msr2019.html#WangPWZ19'],inproceedings
"['Jayalath Ekanayake', 'Jonas Tappolet', 'Harald C. Gall', 'Abraham Bernstein']",Tracking concept drift of software projects using defect prediction quality.,['51-60'],2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069480', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069480']",['conf/msr/2009'],['db/conf/msr/msr2009.html#EkanayakeTGB09'],inproceedings
"['Pankaj K. Garg', 'Thomas Gschwind', 'Katsuro Inoue']",Multi-Project Software Engineering: An Example.,['127-131'],2004,MSR,,['conf/msr/2004'],['db/conf/msr/msr2004.html#GargGI04'],inproceedings
"['Scott Grant', 'Buddy Betts']",Encouraging user behaviour with achievements: an empirical study.,['65-68'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624007', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624007', 'http://dl.acm.org/citation.cfm?id=2487101']",['conf/msr/2013'],['db/conf/msr/msr2013.html#GrantB13'],inproceedings
"['Victor Guana', 'Fabio Rocha', 'Abram Hindle', 'Eleni Stroulia']",Do the stars align? Multidimensional analysis of Android's layered architecture.,['124-127'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224269', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224269', 'http://dl.acm.org/citation.cfm?id=2664465']",['conf/msr/2012'],['db/conf/msr/msr2012.html#GuanaRHS12'],inproceedings
"['Daryl Posnett', 'Premkumar T. Devanbu', 'Vladimir Filkov']",MIC check: A correlation tactic for ESE data.,['22-31'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224295', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224295', 'http://dl.acm.org/citation.cfm?id=2664450', 'https://www.wikidata.org/entity/Q57726757']",['conf/msr/2012'],['db/conf/msr/msr2012.html#PosnettDF12'],inproceedings
"['Jiaxin Zhu', 'Minghui Zhou', 'Hong Mei']",Multi-extract and multi-level dataset of mozilla issue tracking history.,['472-475'],2016,MSR,['https://doi.org/10.1145/2901739.2903502'],['conf/msr/2016'],['db/conf/msr/msr2016.html#ZhuZM16'],inproceedings
"['Jeff Anderson', 'Saeed Salem', 'Hyunsook Do']",Improving the effectiveness of test suite through mining historical data.,['142-151'],2014,MSR,['https://doi.org/10.1145/2597073.2597084'],['conf/msr/2014'],['db/conf/msr/msr2014.html#AndersonSD14'],inproceedings
"['Mario Linares Vásquez', 'Andrew Holtzhauer', 'Carlos Bernal-Cárdenas', 'Denys Poshyvanyk']",Revisiting Android reuse studies in the context of code obfuscation and library usages.,['242-251'],2014,MSR,['https://doi.org/10.1145/2597073.2597109'],['conf/msr/2014'],['db/conf/msr/msr2014.html#VasquezHBP14'],inproceedings
"['Reid Holmes', 'Andrew Begel']",Deep intellisense: a tool for rehydrating evaporated information.,['23-26'],2008,MSR,['https://doi.org/10.1145/1370750.1370755'],['conf/msr/2008'],['db/conf/msr/msr2008.html#HolmesB08'],inproceedings
"['Arman Shahbazian', 'Daye Nam', 'Nenad Medvidovic']",Toward predicting architectural significance of implementation issues.,['215-219'],2018,MSR,"['https://doi.org/10.1145/3196398.3196440', 'http://ieeexplore.ieee.org/document/8595204']",['conf/msr/2018'],['db/conf/msr/msr2018.html#ShahbazianNM18'],inproceedings
"['Julius Davies', 'Daniel M. Germán', 'Michael W. Godfrey', 'Abram Hindle']",Software bertillonage: finding the provenance of an entity.,['183-192'],2011,MSR,['https://doi.org/10.1145/1985441.1985468'],['conf/msr/2011'],['db/conf/msr/msr2011.html#DaviesGGH11'],inproceedings
"['Rohan Padhye', 'Senthil Mani', 'Vibha Singhal Sinha']",A study of external community contribution to open-source projects on GitHub.,['332-335'],2014,MSR,['https://doi.org/10.1145/2597073.2597113'],['conf/msr/2014'],['db/conf/msr/msr2014.html#PadhyeMS14'],inproceedings
"['Matheus Paixão', 'Anderson G. Uchôa', 'Ana Carla Bibiano', 'Daniel Oliveira', 'Alessandro Garcia 0001', 'Jens Krinke', 'Emilio Arvonio']",Behind the Intents: An In-depth Empirical Study on Software Refactoring in Modern Code Review.,['125-136'],2020,MSR,['https://doi.org/10.1145/3379597.3387475'],['conf/msr/2020'],['db/conf/msr/msr2020.html#PaixaoUBOGKA20'],inproceedings
"['Vassilios Karakoidas', 'Dimitrios Mitropoulos', 'Panos Louridas', 'Georgios Gousios', 'Diomidis Spinellis']",Generating the Blueprints of the Java Ecosystem.,['510-513'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.76', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.76', 'http://dl.acm.org/citation.cfm?id=2820600']",['conf/msr/2015'],['db/conf/msr/msr2015.html#KarakoidasMLGS15'],inproceedings
"['Shayan A. Akbar', 'Avinash C. Kak']",SCOR: source code retrieval with semantics and order.,['1-12'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00012', 'https://dl.acm.org/citation.cfm?id=3341885']",['conf/msr/2019'],['db/conf/msr/msr2019.html#AkbarK19'],inproceedings
['Megan Squire'],Apache-affiliated twitter screen names: a dataset.,['305-308'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624043', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624043', 'http://dl.acm.org/citation.cfm?id=2487143']",['conf/msr/2013'],['db/conf/msr/msr2013.html#Squire13a'],inproceedings
"['Kevin A. Schneider', 'Carl Gutwin', 'Reagan Penner', 'David Paquette']",Mining a Software Developer's Local Interaction History.,['106-110'],2004,MSR,,['conf/msr/2004'],['db/conf/msr/msr2004.html#SchneiderGPP04'],inproceedings
"['Peter Weißgerber', 'Stephan Diehl 0001']",Are refactorings less error-prone than other changes?,['112-118'],2006,MSR,"['https://doi.org/10.1145/1137983.1138011', 'https://www.wikidata.org/entity/Q57263128']",['conf/msr/2006'],['db/conf/msr/msr2006.html#WeissgerberD06'],inproceedings
"['Xianhao Jin', 'Francisco Servant']",The hidden cost of code completion: understanding the impact of the recommendation-list length on its efficiency.,['70-73'],2018,MSR,"['https://doi.org/10.1145/3196398.3196474', 'http://ieeexplore.ieee.org/document/8595182']",['conf/msr/2018'],['db/conf/msr/msr2018.html#JinS18'],inproceedings
"['Nicholas Drivalos Matragkas', 'James R. Williams', 'Dimitris S. Kolovos', 'Richard F. Paige']",Analysing the 'biodiversity' of open source ecosystems: the GitHub case.,['356-359'],2014,MSR,['https://doi.org/10.1145/2597073.2597119'],['conf/msr/2014'],['db/conf/msr/msr2014.html#MatragkasWKP14'],inproceedings
"['Fayola Peters', 'Tim Menzies', 'Andrian Marcus']",Better cross company defect prediction.,['409-418'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624057', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624057', 'http://dl.acm.org/citation.cfm?id=2487161']",['conf/msr/2013'],['db/conf/msr/msr2013.html#PetersMM13'],inproceedings
"['Peipei Wang', 'Chris Brown', 'Jamie A. Jennings', 'Kathryn T. Stolee']",An Empirical Study on Regular Expression Bugs.,['103-113'],2020,MSR,['https://doi.org/10.1145/3379597.3387464'],['conf/msr/2020'],['db/conf/msr/msr2020.html#WangBJS20'],inproceedings
"['Daniel M. Germán', 'Massimiliano Di Penta', 'Yann-Gaël Guéhéneuc', 'Giuliano Antoniol']",Code siblings: Technical and legal implications of copying code between applications.,['81-90'],2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069483', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069483']",['conf/msr/2009'],['db/conf/msr/msr2009.html#GermanPGA09'],inproceedings
"['Nasif Imtiaz', 'Akond Rahman', 'Effat Farhana', 'Laurie A. Williams']",Challenges with responding to static analysis tool alerts.,['245-249'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00049', 'https://dl.acm.org/citation.cfm?id=3341928']",['conf/msr/2019'],['db/conf/msr/msr2019.html#ImtiazRFW19'],inproceedings
"['Rogier Slag', 'Mike de Waard', 'Alberto Bacchelli']",One-Day Flies on StackOverflow - Why the Vast Majority of StackOverflow Users Only Posts Once.,['458-461'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.63', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.63', 'http://dl.acm.org/citation.cfm?id=2820586']",['conf/msr/2015'],['db/conf/msr/msr2015.html#SlagWB15'],inproceedings
"['Bowen Xu', 'Zhenchang Xing', 'Xin Xia 0001', 'David Lo 0001', 'Qingye Wang', 'Shanping Li']",Domain-specific cross-language relevant question retrieval.,['413-424'],2016,MSR,['https://doi.org/10.1145/2901739.2901746'],['conf/msr/2016'],['db/conf/msr/msr2016.html#XuXXLWL16'],inproceedings
"['Gustavo Pinto 0001', 'Breno Miranda', 'Supun Dissanayake', ""Marcelo d'Amorim"", 'Christoph Treude', 'Antonia Bertolino']",What is the Vocabulary of Flaky Tests?,['492-502'],2020,MSR,['https://doi.org/10.1145/3379597.3387482'],['conf/msr/2020'],['db/conf/msr/msr2020.html#0001MDdTB20'],inproceedings
"['Afsoon Afzal', 'Claire Le Goues']",A study on the use of IDE features for debugging.,['114-117'],2018,MSR,"['https://doi.org/10.1145/3196398.3196468', 'http://ieeexplore.ieee.org/document/8595193']",['conf/msr/2018'],['db/conf/msr/msr2018.html#AfzalG18'],inproceedings
"['Anand Ashok Sawant', 'Alberto Bacchelli']",A Dataset for API Usage.,['506-509'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.75', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.75', 'http://dl.acm.org/citation.cfm?id=2820599']",['conf/msr/2015'],['db/conf/msr/msr2015.html#SawantB15'],inproceedings
"['Muhammad Ahasanuzzaman', 'Muhammad Asaduzzaman', 'Chanchal K. Roy', 'Kevin A. Schneider']",Mining duplicate questions in stack overflow.,['402-412'],2016,MSR,['https://doi.org/10.1145/2901739.2901770'],['conf/msr/2016'],['db/conf/msr/msr2016.html#AhasanuzzamanAR16'],inproceedings
"['Sunghun Kim 0001', 'Michael D. Ernst']",Prioritizing Warning Categories by Analyzing Software History.,['27'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.26', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.26', 'http://dl.acm.org/citation.cfm?id=1269041']",['conf/msr/2007'],['db/conf/msr/msr2007.html#KimE07'],inproceedings
"['Diomidis Spinellis', 'Zoe Kotti', 'Konstantinos Kravvaritis', 'Georgios Theodorou', 'Panos Louridas']",A Dataset of Enterprise-Driven Open Source Software.,['533-537'],2020,MSR,['https://doi.org/10.1145/3379597.3387495'],['conf/msr/2020'],['db/conf/msr/msr2020.html#SpinellisKKTL20'],inproceedings
"['Lucas Layman', 'Nachiappan Nagappan', 'Sam Guckenheimer', 'Jeff Beehler', 'Andrew Begel']",Mining software effort data: preliminary analysis of visual studio team system data.,['43-46'],2008,MSR,['https://doi.org/10.1145/1370750.1370762'],['conf/msr/2008'],['db/conf/msr/msr2008.html#LaymanNGBB08'],inproceedings
"['Christian Bird', 'Trevor Carnahan', 'Michaela Greiler']",Lessons Learned from Building and Deploying a Code Review Analytics Platform.,['191-201'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.25', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.25', 'http://dl.acm.org/citation.cfm?id=2820542']",['conf/msr/2015'],['db/conf/msr/msr2015.html#BirdCG15'],inproceedings
"['Klérisson V. R. Paixão', 'Crícia Z. Felício', 'Fernanda Madeiral Delfim', 'Marcelo de Almeida Maia']",On the interplay between non-functional requirements and builds on continuous integration.,['479-482'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.33', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.33', 'http://dl.acm.org/citation.cfm?id=3104250']",['conf/msr/2017'],['db/conf/msr/msr2017.html#PaixaoFDM17'],inproceedings
"['Israel Herraiz', 'Jesús M. González-Barahona', 'Gregorio Robles']",Towards a Theoretical Model for Software Growth.,['21'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.31', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.31', 'http://dl.acm.org/citation.cfm?id=1269035']",['conf/msr/2007'],['db/conf/msr/msr2007.html#HerraizGR07'],inproceedings
['Gina Venolia'],Textual alusions to artifacts in software-related repositories.,['151-154'],2006,MSR,['https://doi.org/10.1145/1137983.1138018'],['conf/msr/2006'],['db/conf/msr/msr2006.html#Venolia06'],inproceedings
"['Vinayak Sinha', 'Alina Lazar', 'Bonita Sharif']",Analyzing developer sentiment in commit logs.,['520-523'],2016,MSR,['https://doi.org/10.1145/2901739.2903501'],['conf/msr/2016'],['db/conf/msr/msr2016.html#SinhaLS16'],inproceedings
"['Vibha Singhal Sinha', 'Senthil Mani', 'Monika Gupta 0002']",Exploring activeness of users in QA forums.,['77-80'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624010', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624010', 'http://dl.acm.org/citation.cfm?id=2487104']",['conf/msr/2013'],['db/conf/msr/msr2013.html#SinhaMG13'],inproceedings
"['John Anvik', 'Gail C. Murphy']",Determining Implementation Expertise from Bug Reports.,['2'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.7', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.7', 'http://dl.acm.org/citation.cfm?id=1269018']",['conf/msr/2007'],['db/conf/msr/msr2007.html#AnvikM07'],inproceedings
"['Triet Huynh Minh Le', 'David Hin', 'Roland Croft', 'Muhammad Ali Babar']",PUMiner: Mining Security Posts from Developer Question and Answer Websites with PU Learning.,['350-361'],2020,MSR,['https://doi.org/10.1145/3379597.3387443'],['conf/msr/2020'],['db/conf/msr/msr2020.html#LeHCB20'],inproceedings
"['Luis López-Fernández', 'Gregorio Robles', 'Jesús M. González-Barahona']",Applying Social Network Analysis to the Information in CVS Repositories.,['101-105'],2004,MSR,,['conf/msr/2004'],['db/conf/msr/msr2004.html#Lopez-Fernandez04'],inproceedings
"['Zhen Ming Jiang', 'Ahmed E. Hassan']",Examining the evolution of code comments in PostgreSQL.,['179-180'],2006,MSR,['https://doi.org/10.1145/1137983.1138030'],['conf/msr/2006'],['db/conf/msr/msr2006.html#JiangH06'],inproceedings
"['Yujuan Jiang', 'Bram Adams']",Co-evolution of Infrastructure and Source Code - An Empirical Study.,['45-55'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.12', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.12', 'http://dl.acm.org/citation.cfm?id=2820527']",['conf/msr/2015'],['db/conf/msr/msr2015.html#JiangA15'],inproceedings
"['Sarah Nadi', 'Christian Dietrich 0001', 'Reinhard Tartler', 'Richard C. Holt', 'Daniel Lohmann']",Linux variability anomalies: what causes them and how do they get fixed?,['111-120'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624017', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624017', 'http://dl.acm.org/citation.cfm?id=2487112']",['conf/msr/2013'],['db/conf/msr/msr2013.html#NadiDTHL13'],inproceedings
"['Neelamadhav Gantayat', 'Pankaj Dhoolia', 'Rohan Padhye', 'Senthil Mani', 'Vibha Singhal Sinha']",The Synergy between Voting and Acceptance of Answers on StackOverflow - Or the Lack Thereof.,['406-409'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.50', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.50', 'http://dl.acm.org/citation.cfm?id=2820573']",['conf/msr/2015'],['db/conf/msr/msr2015.html#GantayatDPMS15'],inproceedings
"['Davide Spadini', 'Mauricio Finavaro Aniche', 'Magiel Bruntink', 'Alberto Bacchelli']",To mock or not to mock?: an empirical study on mocking practices.,['402-412'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.61', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.61', 'http://dl.acm.org/citation.cfm?id=3104237']",['conf/msr/2017'],['db/conf/msr/msr2017.html#SpadiniABB17'],inproceedings
"['Esteban Parra', 'Ashley Ellis', 'Sonia Haiduc']",GitterCom: A Dataset of Open Source Developer Communications in Gitter.,['563-567'],2020,MSR,['https://doi.org/10.1145/3379597.3387494'],['conf/msr/2020'],['db/conf/msr/msr2020.html#ParraEH20'],inproceedings
"['Danielle Gonzalez', 'Michael Rath 0002', 'Mehdi Mirakhorli']",Did You Remember To Test Your Tokens?,['232-242'],2020,MSR,['https://doi.org/10.1145/3379597.3387471'],['conf/msr/2020'],['db/conf/msr/msr2020.html#Gonzalez0M20'],inproceedings
"['Senthil Mani', 'Seema Nagar', 'Debdoot Mukherjee', 'Ramasuri Narayanam', 'Vibha Singhal Sinha', 'Amit Anil Nanavati']",Bug resolution catalysts: identifying essential non-committers from bug repositories.,['193-202'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624027', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624027', 'http://dl.acm.org/citation.cfm?id=2487124']",['conf/msr/2013'],['db/conf/msr/msr2013.html#ManiNMNSN13'],inproceedings
"['Vibha Singhal Sinha', 'Senthil Mani', 'Monika Gupta 0002']",MINCE: Mining change history of Android project.,['132-135'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224271', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224271', 'http://dl.acm.org/citation.cfm?id=2664467']",['conf/msr/2012'],['db/conf/msr/msr2012.html#SinhaMG12'],inproceedings
"['Alina Lazar', 'Sarah Ritchey', 'Bonita Sharif']",Generating duplicate bug datasets.,['392-395'],2014,MSR,['https://doi.org/10.1145/2597073.2597128'],['conf/msr/2014'],['db/conf/msr/msr2014.html#LazarRS14a'],inproceedings
"['Moein Owhadi-Kareshk', 'Sarah Nadi']",Scalable software merging studies with MergAnser.,['560-564'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00084', 'https://dl.acm.org/citation.cfm?id=3341972']",['conf/msr/2019'],['db/conf/msr/msr2019.html#Owhadi-KareshkN19'],inproceedings
"['Felivel Camilo', 'Andrew Meneely', 'Meiyappan Nagappan']",Do Bugs Foreshadow Vulnerabilities? A Study of the Chromium Project.,['269-279'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.32', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.32', 'http://dl.acm.org/citation.cfm?id=2820551']",['conf/msr/2015'],['db/conf/msr/msr2015.html#CamiloMN15'],inproceedings
"['Daniel Alencar da Costa', 'Shane McIntosh', 'Uirá Kulesza', 'Ahmed E. Hassan']",The impact of switching to a rapid release cycle on the integration delay of addressed issues: an empirical study of the mozilla firefox project.,['374-385'],2016,MSR,['https://doi.org/10.1145/2901739.2901764'],['conf/msr/2016'],['db/conf/msr/msr2016.html#CostaMKH16'],inproceedings
"['Remco Bloemen', 'Chintan Amrit', 'Stefan Kuhlmann', 'Gonzalo Ordóñez-Matamoros']",Innovation diffusion in open source software: preliminary analysis of dependency changes in the gentoo portage package database.,['316-319'],2014,MSR,['https://doi.org/10.1145/2597073.2597079'],['conf/msr/2014'],['db/conf/msr/msr2014.html#BloemenAKO14'],inproceedings
"['Megan Conklin', 'James Howison', 'Kevin Crowston']",Collaboration using OSSmole: a repository of FLOSS data and analyses.,,2005,MSR,['https://doi.org/10.1145/1083142.1083164'],['conf/msr/2005'],['db/conf/msr/msr2005.html#ConklinHC05'],inproceedings
"['Zoe Kotti', 'Diomidis Spinellis']",Standing on shoulders or feet?: the usage of the MSR data papers.,['565-576'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00085', 'https://dl.acm.org/citation.cfm?id=3341974']",['conf/msr/2019'],['db/conf/msr/msr2019.html#KottiS19'],inproceedings
"['Frank McCarey', 'Mel Ó Cinnéide', 'Nicholas Kushmerick']",A Case Study on Recommending Reusable Software Components Using Collaborative Filtering.,['117-121'],2004,MSR,,['conf/msr/2004'],['db/conf/msr/msr2004.html#McCareyCK04'],inproceedings
"['Pietro Abate', 'Roberto Di Cosmo', 'Louis Gesbert', 'Fabrice Le Fessant', 'Ralf Treinen', 'Stefano Zacchiroli']",Mining Component Repositories for Installability Issues.,['24-33'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.10', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.10', 'http://dl.acm.org/citation.cfm?id=2820524', 'https://www.wikidata.org/entity/Q56901749']",['conf/msr/2015'],['db/conf/msr/msr2015.html#AbateCGFTZ15'],inproceedings
"['Yue Yu 0001', 'Huaimin Wang', 'Vladimir Filkov', 'Premkumar T. Devanbu', 'Bogdan Vasilescu']",Wait for It: Determinants of Pull Request Evaluation Latency on GitHub.,['367-371'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.42', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.42', 'http://dl.acm.org/citation.cfm?id=2820564', 'https://www.wikidata.org/entity/Q57726689']",['conf/msr/2015'],['db/conf/msr/msr2015.html#YuWFDV15'],inproceedings
"['Kai Tian', 'Meghan Revelle', 'Denys Poshyvanyk']",Using Latent Dirichlet Allocation for automatic categorization of software.,['163-166'],2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069496', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069496']",['conf/msr/2009'],['db/conf/msr/msr2009.html#TianRP09'],inproceedings
"['Motahareh Bahrami Zanjani', 'George Swartzendruber', 'Huzefa H. Kagdi']",Impact analysis of change requests on source code based on interaction and commit histories.,['162-171'],2014,MSR,['https://doi.org/10.1145/2597073.2597096'],['conf/msr/2014'],['db/conf/msr/msr2014.html#ZanjaniSK14'],inproceedings
"['Qiang Fu', 'Jian-Guang Lou', 'Qingwei Lin', 'Rui Ding 0001', 'Dongmei Zhang', 'Tao Xie 0001']",Contextual analysis of program logs for understanding system behaviors.,['397-400'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624054', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624054', 'http://dl.acm.org/citation.cfm?id=2487157']",['conf/msr/2013'],['db/conf/msr/msr2013.html#FuLLDZX13'],inproceedings
"['Hung-Fu Chang', 'Audris Mockus']",Evaluation of source code copy detection methods on freebsd.,['61-66'],2008,MSR,['https://doi.org/10.1145/1370750.1370766'],['conf/msr/2008'],['db/conf/msr/msr2008.html#ChangM08'],inproceedings
"['Yaroslav Golubev', 'Maria Eliseeva', 'Nikita Povarov', 'Timofey Bryksin']",A Study of Potential Code Borrowing and License Violations in Java Projects on GitHub.,['54-64'],2020,MSR,['https://doi.org/10.1145/3379597.3387455'],['conf/msr/2020'],['db/conf/msr/msr2020.html#GolubevEPB20'],inproceedings
"['Reed Milewicz', 'Gustavo Pinto 0001', 'Paige Rodeghero']",Characterizing the roles of contributors in open-source scientific software projects.,['421-432'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00069', 'https://dl.acm.org/citation.cfm?id=3341953']",['conf/msr/2019'],['db/conf/msr/msr2019.html#MilewiczPR19'],inproceedings
"['Christian Bird', 'Alex Gourley', 'Premkumar T. Devanbu']",Detecting Patch Submission and Acceptance in OSS Projects.,['26'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.6', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.6', 'http://dl.acm.org/citation.cfm?id=1269040', 'https://www.wikidata.org/entity/Q57726854']",['conf/msr/2007'],['db/conf/msr/msr2007.html#BirdGD07'],inproceedings
"['João Eduardo Montandon', 'Luciana Lourdes Silva', 'Marco Tulio Valente']",Identifying experts in software libraries and frameworks among GitHub users.,['276-287'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00054', 'https://dl.acm.org/citation.cfm?id=3341934']",['conf/msr/2019'],['db/conf/msr/msr2019.html#MontandonSV19'],inproceedings
"['Muhammad Asaduzzaman', 'Ahmed Shah Mashiyat', 'Chanchal K. Roy', 'Kevin A. Schneider']",Answering questions about unanswered questions of stack overflow.,['97-100'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624015', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624015', 'http://dl.acm.org/citation.cfm?id=2487109']",['conf/msr/2013'],['db/conf/msr/msr2013.html#AsaduzzamanMRS13'],inproceedings
"['Qin Liu', 'Zihe Liu', 'Hongming Zhu', 'Hongfei Fan', 'Bowen Du', 'Yu Qian']",Generating commit messages from diffs using pointer-generator network.,['299-309'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00056', 'https://dl.acm.org/citation.cfm?id=3341937']",['conf/msr/2019'],['db/conf/msr/msr2019.html#LiuLZFDQ19'],inproceedings
"['Miryung Kim', 'David Notkin']",Using a clone genealogy extractor for understanding and supporting evolution of code clones.,,2005,MSR,['https://doi.org/10.1145/1083142.1083146'],['conf/msr/2005'],['db/conf/msr/msr2005.html#KimN05'],inproceedings
"['Gargi Bougie', 'Christoph Treude', 'Daniel M. Germán', 'Margaret-Anne D. Storey']",A comparative exploration of FreeBSD bug lifetimes.,['106-109'],2010,MSR,"['https://doi.org/10.1109/MSR.2010.5463291', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2010.5463291']",['conf/msr/2010'],['db/conf/msr/msr2010.html#BougieTGS10'],inproceedings
['Yuanyuan Zhou'],Connecting technology with real-world problems - from copy-paste detection to detecting known bugs: (keynote abstract).,['2'],2011,MSR,['https://doi.org/10.1145/1985441.1985444'],['conf/msr/2011'],['db/conf/msr/msr2011.html#Zhou11'],inproceedings
"['Stephan Diehl 0001', 'Harald C. Gall', 'Martin Pinzger 0001', 'Ahmed E. Hassan']",Introduction to MSR 2006.,['1-2'],2006,MSR,"['https://doi.org/10.1145/1137983.1137984', 'https://www.wikidata.org/entity/Q57263132']",['conf/msr/2006'],['db/conf/msr/msr2006.html#DiehlGPH06'],inproceedings
"['Claudia Hauff', 'Georgios Gousios']",Matching GitHub Developer Profiles to Job Advertisements.,['362-366'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.41', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.41', 'http://dl.acm.org/citation.cfm?id=2820563']",['conf/msr/2015'],['db/conf/msr/msr2015.html#HauffG15'],inproceedings
"['Marcus Schumacher', 'Colin Atkinson 0001']",An Enhanced Graph-Based Infrastructure for Software Search Engines.,['386-390'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.46', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.46', 'http://dl.acm.org/citation.cfm?id=2820568', 'https://www.wikidata.org/entity/Q57400905']",['conf/msr/2015'],['db/conf/msr/msr2015.html#SchumacherA15'],inproceedings
"['Hung-Fu Chang', 'Audris Mockus']",Constructing universal version history.,['76-79'],2006,MSR,['https://doi.org/10.1145/1137983.1138002'],['conf/msr/2006'],['db/conf/msr/msr2006.html#ChangM06'],inproceedings
