author,title,pages,year,booktitle,ee,crossref,url,genre
"['Michele Tufano', 'Cody Watson', 'Gabriele Bavota', 'Massimiliano Di Penta', 'Martin White', 'Denys Poshyvanyk']",Deep learning similarities from different representations of source code.,['542-553'],2018,MSR,"['https://doi.org/10.1145/3196398.3196431', 'http://ieeexplore.ieee.org/document/8595238']",['conf/msr/2018'],['db/conf/msr/msr2018.html#TufanoWBPWP08'],inproceedings
"['Gerardo Canfora', 'Luigi Cerulo', 'Marta Cimitile', 'Massimiliano Di Penta']",Social interactions around cross-system bug fixings: the case of FreeBSD and OpenBSD.,['143-152'],2011,MSR,"['https://doi.org/10.1145/1985441.1985463', 'https://www.wikidata.org/entity/Q57752055']",['conf/msr/2011'],['db/conf/msr/msr2011.html#CanforaCCP11'],inproceedings
"['Siim Karus', 'Harald C. Gall']",A study of language usage evolution in open source software.,['13-22'],2011,MSR,['https://doi.org/10.1145/1985441.1985447'],['conf/msr/2011'],['db/conf/msr/msr2011.html#KarusG11'],inproceedings
"['Jeffrey Goderie', 'Brynjolfur Mar Georgsson', 'Bastiaan van Graafeiland', 'Alberto Bacchelli']",ETA: Estimated Time of Answer Predicting Response Time in Stack Overflow.,['414-417'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.52', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.52', 'http://dl.acm.org/citation.cfm?id=2820575']",['conf/msr/2015'],['db/conf/msr/msr2015.html#GoderieGGB15'],inproceedings
"['Jaime Spacco', 'David Hovemeyer', 'William Pugh']",Tracking defect warnings across versions.,['133-136'],2006,MSR,['https://doi.org/10.1145/1137983.1138014'],['conf/msr/2006'],['db/conf/msr/msr2006.html#SpaccoHP06'],inproceedings
"['Yuhanis Yusof', 'Omer F. Rana']",Template Mining in Source-Code Digital Libraries.,['122-126'],2004,MSR,,['conf/msr/2004'],['db/conf/msr/msr2004.html#YusofR04'],inproceedings
"['Hugo Matalonga', 'Bruno Cabral', 'Fernando Castor', 'Marco Couto 0001', 'Rui Pereira', 'Simão Melo de Sousa', 'João Paulo Fernandes']",GreenHub farmer: real-world data for Android energy mining.,['171-175'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00034', 'https://dl.acm.org/citation.cfm?id=3341912']",['conf/msr/2019'],['db/conf/msr/msr2019.html#MatalongaCC0PSF19'],inproceedings
"['Caitlin Sadowski', 'Jaeheon Yi', 'Sunghun Kim 0001']",The evolution of data races.,['171-174'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224277', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224277', 'http://dl.acm.org/citation.cfm?id=2664473']",['conf/msr/2012'],['db/conf/msr/msr2012.html#SadowskiYK12'],inproceedings
"['Tezcan Dilshener', 'Michel Wermelinger', 'Yijun Yu']",Locating bugs without looking back.,['286-290'],2016,MSR,['https://doi.org/10.1145/2901739.2901775'],['conf/msr/2016'],['db/conf/msr/msr2016.html#DilshenerWY16'],inproceedings
"['Jens Dietrich 0001', 'Markus Luczak-Rösch', 'Elroy Dalefield']",Man vs machine: a study into language identification of stack overflow code snippets.,['205-209'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00041', 'https://dl.acm.org/citation.cfm?id=3341920']",['conf/msr/2019'],['db/conf/msr/msr2019.html#DietrichLD19'],inproceedings
"['Chadd C. Williams', 'Jaime Spacco']",Branching and merging in the repository.,['19-22'],2008,MSR,['https://doi.org/10.1145/1370750.1370754'],['conf/msr/2008'],['db/conf/msr/msr2008.html#WilliamsS08'],inproceedings
"['Peter Weißgerber', 'Mathias Pohl 0001', 'Michael Burch']",Visual Data Mining in Software Archives to Detect How Developers Work Together.,['9'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.34', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.34', 'http://dl.acm.org/citation.cfm?id=1269024']",['conf/msr/2007'],['db/conf/msr/msr2007.html#WeissgerberPB07'],inproceedings
"['Mayy Habayeb', 'Andriy V. Miranskyy', 'Syed Shariyar Murtaza', 'Leotis Buchanan', 'Ayse Bener']",The Firefox Temporal Defect Dataset.,['498-501'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.73', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.73', 'http://dl.acm.org/citation.cfm?id=2820597']",['conf/msr/2015'],['db/conf/msr/msr2015.html#HabayebMMBB15'],inproceedings
"['Vaibhav Saini', 'Hitesh Sajnani', 'Joel Ossher', 'Cristina Videira Lopes']",A dataset for maven artifacts and bug patterns found in them.,['416-419'],2014,MSR,['https://doi.org/10.1145/2597073.2597134'],['conf/msr/2014'],['db/conf/msr/msr2014.html#SainiSOL14'],inproceedings
"['Manziba Akanda Nishi', 'Agnieszka Ciborowska', 'Kostadin Damevski']",Characterizing duplicate code snippets between stack overflow and tutorials.,['240-244'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00048', 'https://dl.acm.org/citation.cfm?id=3341927']",['conf/msr/2019'],['db/conf/msr/msr2019.html#NishiCD19'],inproceedings
"['Gustavo Pinto 0001', 'Fernando Castor', 'Yu David Liu']",Mining questions about software energy consumption.,['22-31'],2014,MSR,['https://doi.org/10.1145/2597073.2597110'],['conf/msr/2014'],['db/conf/msr/msr2014.html#PintoCL14'],inproceedings
"['Tushar Sharma', 'Marios Fragkoulis', 'Diomidis Spinellis']",Does your configuration code smell?,['189-200'],2016,MSR,['https://doi.org/10.1145/2901739.2901761'],['conf/msr/2016'],['db/conf/msr/msr2016.html#SharmaFS16'],inproceedings
"['Varun Tulsian', 'Aditya Kanade', 'Rahul Kumar', 'Akash Lal', 'Aditya V. Nori']",MUX: algorithm selection for software model checkers.,['132-141'],2014,MSR,['https://doi.org/10.1145/2597073.2597080'],['conf/msr/2014'],['db/conf/msr/msr2014.html#TulsianKKLN14'],inproceedings
"['Nitin M. Tiwari', 'Ganesha Upadhyaya', 'Hoan Anh Nguyen', 'Hridesh Rajan']",Candoia: a platform for building and sharing mining software repositories tools as apps.,['53-63'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.56', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.56', 'http://dl.acm.org/citation.cfm?id=3104197']",['conf/msr/2017'],['db/conf/msr/msr2017.html#TiwariUNR17'],inproceedings
"['Peter Weißgerber', 'Stephan Diehl 0001', 'Carsten Görg']",Mining refactorings in ARGOUML.,['175-176'],2006,MSR,"['https://doi.org/10.1145/1137983.1138028', 'https://www.wikidata.org/entity/Q57263136']",['conf/msr/2006'],['db/conf/msr/msr2006.html#WeissgerberDG06'],inproceedings
"['Beatriz A. Sánchez', 'Konstantinos Barmpis', 'Patrick Neubauer', 'Richard F. Paige', 'Dimitrios S. Kolovos']",Restmule: enabling resilient clients for remote APIs.,['537-541'],2018,MSR,"['https://doi.org/10.1145/3196398.3196405', 'http://ieeexplore.ieee.org/document/8595237']",['conf/msr/2018'],['db/conf/msr/msr2018.html#SanchezBNPK08'],inproceedings
"['Walid Maalej', 'Hans-Jörg Happel']",From work to word: How do software developers describe their work?,['121-130'],2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069490', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069490']",['conf/msr/2009'],['db/conf/msr/msr2009.html#MaalejH09'],inproceedings
"['Steven Raemaekers', 'Arie van Deursen', 'Joost Visser 0001']","The maven repository dataset of metrics, changes, and dependencies.",['221-224'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624031', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624031', 'http://dl.acm.org/citation.cfm?id=2487129', 'https://www.wikidata.org/entity/Q57908710']",['conf/msr/2013'],['db/conf/msr/msr2013.html#RaemaekersDV13'],inproceedings
"['Rao Hamza Ali', 'Chelsea Parlett-Pelleriti', 'Erik Linstead']",Cheating Death: A Statistical Survival Analysis of Publicly Available Python Projects.,['6-10'],2020,MSR,['https://doi.org/10.1145/3379597.3387511'],['conf/msr/2020'],['db/conf/msr/msr2020.html#AliPL20'],inproceedings
['Gregorio Robles'],Replicating MSR: A study of the potential replicability of papers published in the Mining Software Repositories proceedings.,['171-180'],2010,MSR,"['https://doi.org/10.1109/MSR.2010.5463348', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2010.5463348']",['conf/msr/2010'],['db/conf/msr/msr2010.html#Robles10'],inproceedings
"['Marco Manglaviti', 'Eduardo Coronado-Montoya', 'Keheliya Gallaba', 'Shane McIntosh']",An empirical study of the personnel overhead of continuous integration.,['471-474'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.31', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.31', 'http://dl.acm.org/citation.cfm?id=3104248']",['conf/msr/2017'],['db/conf/msr/msr2017.html#ManglavitiCGM17'],inproceedings
"['Mehdi Mirakhorli', 'Jane Cleland-Huang']","Modifications, Tweaks, and Bug Fixes in Architectural Tactics.",['377-380'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.44', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.44', 'http://dl.acm.org/citation.cfm?id=2820566']",['conf/msr/2015'],['db/conf/msr/msr2015.html#MirakhorliC15'],inproceedings
"['Sebastian Proksch', 'Sven Amann', 'Sarah Nadi']",Enriched event streams: a general dataset for empirical studies on in-IDE activities of software developers.,['62-65'],2018,MSR,"['https://doi.org/10.1145/3196398.3196400', 'http://ieeexplore.ieee.org/document/8595180']",['conf/msr/2018'],['db/conf/msr/msr2018.html#ProkschAN18'],inproceedings
"['Miltiadis Allamanis', 'Charles Sutton']",Mining source code repositories at massive scale using language modeling.,['207-216'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624029', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624029', 'http://dl.acm.org/citation.cfm?id=2487127']",['conf/msr/2013'],['db/conf/msr/msr2013.html#AllamanisS13a'],inproceedings
"['Otávio Augusto Lazzarini Lemos', 'Adriano Carvalho de Paula', 'Felipe Capodifoglio Zanichelli', 'Cristina Videira Lopes']",Thesaurus-based automatic query expansion for interface-driven code search.,['212-221'],2014,MSR,['https://doi.org/10.1145/2597073.2597087'],['conf/msr/2014'],['db/conf/msr/msr2014.html#LemosPZL14'],inproceedings
"['Ariel Rodríguez', 'Fumiya Tanaka', 'Yasutaka Kamei']",Empirical study on the relationship between developer's working habits and efficiency.,['74-77'],2018,MSR,"['https://doi.org/10.1145/3196398.3196458', 'http://ieeexplore.ieee.org/document/8595183']",['conf/msr/2018'],['db/conf/msr/msr2018.html#RodriguezTK18'],inproceedings
['Michael McAllister'],Success factors of Business Intelligence.,,2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069473', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069473']",['conf/msr/2009'],['db/conf/msr/msr2009.html#McAllister09'],inproceedings
"['Erik Wittern', 'Philippe Suter', 'Shriram Rajagopalan']",A look at the dynamics of the JavaScript package ecosystem.,['351-361'],2016,MSR,['https://doi.org/10.1145/2901739.2901743'],['conf/msr/2016'],['db/conf/msr/msr2016.html#WitternSR16'],inproceedings
['Lucas D. Panjer'],Predicting Eclipse Bug Lifetimes.,['29'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.25', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.25', 'http://dl.acm.org/citation.cfm?id=1269043']",['conf/msr/2007'],['db/conf/msr/msr2007.html#Panjer07'],inproceedings
"['Muhammad Asaduzzaman', 'Michael C. Bullock', 'Chanchal K. Roy', 'Kevin A. Schneider']",Bug introducing changes: A case study with Android.,['116-119'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224267', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224267', 'http://dl.acm.org/citation.cfm?id=2664463']",['conf/msr/2012'],['db/conf/msr/msr2012.html#AsaduzzamanBRS12'],inproceedings
"['Mohammad Masudur Rahman 0001', 'Chanchal K. Roy']",An insight into the pull requests of GitHub.,['364-367'],2014,MSR,['https://doi.org/10.1145/2597073.2597121'],['conf/msr/2014'],['db/conf/msr/msr2014.html#RahmanR14'],inproceedings
"['Zeeger Lubsen', 'Andy Zaidman', 'Martin Pinzger 0001']",Using association rules to study the co-evolution of production & test code.,['151-154'],2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069493', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069493']",['conf/msr/2009'],['db/conf/msr/msr2009.html#LubsenZP09'],inproceedings
"['Mehran Mahmoudi', 'Sarah Nadi']",The Android update problem: an empirical study.,['220-230'],2018,MSR,"['https://doi.org/10.1145/3196398.3196434', 'http://ieeexplore.ieee.org/document/8595205']",['conf/msr/2018'],['db/conf/msr/msr2018.html#MahmoudiN18'],inproceedings
"['Silvia Breu', 'Thomas Zimmermann 0001', 'Christian Lindig']",Mining eclipse for cross-cutting concerns.,['94-97'],2006,MSR,['https://doi.org/10.1145/1137983.1138006'],['conf/msr/2006'],['db/conf/msr/msr2006.html#BreuZL06'],inproceedings
"['Yaojin Yang', 'Claudio Riva']",Scenarios for mining the software architecture evolution.,['10-13'],2006,MSR,['https://doi.org/10.1145/1137983.1137987'],['conf/msr/2006'],['db/conf/msr/msr2006.html#YangR06'],inproceedings
"['Hoa Khanh Dam', 'Trang Pham', 'Shien Wee Ng', 'Truyen Tran 0001', 'John C. Grundy', 'Aditya Ghose', 'Taeksu Kim', 'Chul-Joo Kim']",Lessons learned from using a deep tree-based model for software defect prediction in practice.,['46-57'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00017', 'https://dl.acm.org/citation.cfm?id=3341891']",['conf/msr/2019'],['db/conf/msr/msr2019.html#DamPN0GGKK19'],inproceedings
"['Gerardo Canfora', 'Luigi Cerulo']",Fine grained indexing of software repositories to support impact analysis.,['105-111'],2006,MSR,"['https://doi.org/10.1145/1137983.1138009', 'https://www.wikidata.org/entity/Q57752152']",['conf/msr/2006'],['db/conf/msr/msr2006.html#CanforaC06'],inproceedings
"['Daniel E. Krutz', 'Mehdi Mirakhorli', 'Samuel A. Malachowsky', 'Andres Ruiz', 'Jacob Peterson', 'Andrew Filipski', 'Jared Smith']",A Dataset of Open-Source Android Applications.,['522-525'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.79', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.79', 'http://dl.acm.org/citation.cfm?id=2820603']",['conf/msr/2015'],['db/conf/msr/msr2015.html#KrutzMMRPFS15'],inproceedings
"['María Gómez 0001', 'Romain Rouvoy', 'Bram Adams', 'Lionel Seinturier']",Mining test repositories for automatic detection of UI performance regressions in Android apps.,['13-24'],2016,MSR,['https://doi.org/10.1145/2901739.2901747'],['conf/msr/2016'],['db/conf/msr/msr2016.html#GomezRAS16'],inproceedings
"['Liguo Yu', 'Srini Ramaswamy']",Mining CVS Repositories to Understand Open-Source Project Developer Roles.,['8'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.19', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.19', 'http://dl.acm.org/citation.cfm?id=1269023']",['conf/msr/2007'],['db/conf/msr/msr2007.html#YuR07'],inproceedings
"['Suvodeep Majumder', 'Nikhila Balaji', 'Katie Brey', 'Wei Fu 0002', 'Tim Menzies']",500+ times faster than deep learning: a case study exploring faster methods for text mining stackoverflow.,['554-563'],2018,MSR,"['https://doi.org/10.1145/3196398.3196424', 'http://ieeexplore.ieee.org/document/8595239']",['conf/msr/2018'],['db/conf/msr/msr2018.html#MajumderBBFM08'],inproceedings
"['Max Kiehn', 'Xiangyi Pan', 'Fatih Camci']",Empirical study in using version histories for change risk classification.,['58-62'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00018', 'https://dl.acm.org/citation.cfm?id=3341892']",['conf/msr/2019'],['db/conf/msr/msr2019.html#KiehnPC19'],inproceedings
"['Rodrigo R. G. Souza', 'Christina Chavez']",Characterizing verification of bug fixes in two open source IDEs.,['70-73'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224301', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224301', 'http://dl.acm.org/citation.cfm?id=2664456', 'https://www.wikidata.org/entity/Q57495910']",['conf/msr/2012'],['db/conf/msr/msr2012.html#SouzaC12'],inproceedings
"['Jinqiu Yang 0001', 'Lin Tan 0001']",Inferring semantically related words from software context.,['161-170'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224276', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224276', 'http://dl.acm.org/citation.cfm?id=2664472']",['conf/msr/2012'],['db/conf/msr/msr2012.html#YangT12'],inproceedings
"['David W. Binkley', 'Dawn J. Lawrie', 'Lori L. Pollock', 'Emily Hill 0001', 'K. Vijay-Shanker']",A dataset for evaluating identifier splitters.,['401-404'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624055', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624055', 'http://dl.acm.org/citation.cfm?id=2487158']",['conf/msr/2013'],['db/conf/msr/msr2013.html#BinkleyLPHV13'],inproceedings
"['Lisong Guo', 'Julia L. Lawall', 'Gilles Muller']",Oops! where did that code snippet come from?,['52-61'],2014,MSR,['https://doi.org/10.1145/2597073.2597094'],['conf/msr/2014'],['db/conf/msr/msr2014.html#GuoLM14'],inproceedings
"['Mathieu Goeminne', 'Maëlick Claes', 'Tom Mens']",A historical dataset for the gnome ecosystem.,['225-228'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624032', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624032', 'http://dl.acm.org/citation.cfm?id=2487130', 'https://www.wikidata.org/entity/Q58147053']",['conf/msr/2013'],['db/conf/msr/msr2013.html#GoeminneCM13'],inproceedings
"['Maximilian Steff', 'Barbara Russo']",Co-evolution of logical couplings and commits for defect estimation.,['213-216'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224283', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224283', 'http://dl.acm.org/citation.cfm?id=2664479']",['conf/msr/2012'],['db/conf/msr/msr2012.html#SteffR12'],inproceedings
"['Giacomo Ghezzi', 'Harald C. Gall']",Replicating mining studies with SOFAS.,['363-372'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624050', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624050', 'http://dl.acm.org/citation.cfm?id=2487152']",['conf/msr/2013'],['db/conf/msr/msr2013.html#GhezziG13'],inproceedings
"['Leonardo Teixeira Passos', 'Krzysztof Czarnecki']",A dataset of feature additions and feature removals from the Linux kernel.,['376-379'],2014,MSR,['https://doi.org/10.1145/2597073.2597124'],['conf/msr/2014'],['db/conf/msr/msr2014.html#PassosC14'],inproceedings
"['Xunhui Zhang', 'Ayushi Rastogi', 'Yue Yu 0001']",On the Shoulders of Giants: A New Dataset for Pull-based Development Research.,['543-547'],2020,MSR,['https://doi.org/10.1145/3379597.3387489'],['conf/msr/2020'],['db/conf/msr/msr2020.html#ZhangR020'],inproceedings
"['Mario Linares Vásquez', 'Bogdan Dit', 'Denys Poshyvanyk']",An exploratory analysis of mobile development issues using stack overflow.,['93-96'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624014', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624014', 'http://dl.acm.org/citation.cfm?id=2487108']",['conf/msr/2013'],['db/conf/msr/msr2013.html#VasquezDP13'],inproceedings
"['Aalok Ahluwalia', 'Davide Falessi', 'Massimiliano Di Penta']",Snoring: a noise in defect prediction datasets.,['63-67'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00019', 'https://dl.acm.org/citation.cfm?id=3341893']",['conf/msr/2019'],['db/conf/msr/msr2019.html#AhluwaliaFP19'],inproceedings
"['Jin Guo 0004', 'Mona Rahimi', 'Jane Cleland-Huang', 'Alexander Rasin', 'Jane Huffman Hayes', 'Michael Vierhauser']",Cold-start software analytics.,['142-153'],2016,MSR,['https://doi.org/10.1145/2901739.2901740'],['conf/msr/2016'],['db/conf/msr/msr2016.html#0004RCRHV16'],inproceedings
"['Fiorella Zampetti', 'Alexander Serebrenik', 'Massimiliano Di Penta']",Was self-admitted technical debt removal a real removal?: an in-depth perspective.,['526-536'],2018,MSR,"['https://doi.org/10.1145/3196398.3196423', 'http://ieeexplore.ieee.org/document/8595236']",['conf/msr/2018'],['db/conf/msr/msr2018.html#ZampettiSP08'],inproceedings
"['Jürgen Cito', 'Gerald Schermann', 'John Erik Wittern', 'Philipp Leitner 0001', 'Sali Zumberi', 'Harald C. Gall']",An empirical analysis of the docker container ecosystem on GitHub.,['323-333'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.67', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.67', 'http://dl.acm.org/citation.cfm?id=3104229']",['conf/msr/2017'],['db/conf/msr/msr2017.html#CitoSWLZG17'],inproceedings
"['Chenlei Zhang', 'Abram Hindle']",A green miner's dataset: mining the impact of software change on energy consumption.,['400-403'],2014,MSR,['https://doi.org/10.1145/2597073.2597130'],['conf/msr/2014'],['db/conf/msr/msr2014.html#ZhangH14'],inproceedings
"['Weiliang Wang', 'Germán Poo-Caamaño', 'Evan Wilde', 'Daniel M. Germán']",What Is the Gist? Understanding the Use of Public Gists on GitHub.,['314-323'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.36', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.36', 'http://dl.acm.org/citation.cfm?id=2820556']",['conf/msr/2015'],['db/conf/msr/msr2015.html#WangPWG15'],inproceedings
"['Hiroaki Murakami', 'Yoshiki Higo', 'Shinji Kusumoto']",A dataset of clone references with gaps.,['412-415'],2014,MSR,['https://doi.org/10.1145/2597073.2597133'],['conf/msr/2014'],['db/conf/msr/msr2014.html#MurakamiHK14'],inproceedings
"['Gian Luca Scoccia', 'Anthony Peruma', 'Virginia Pujols', 'Ben Christians', 'Daniel E. Krutz']",An empirical history of permission requests and mistakes in open source Android apps.,['597-601'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00090', 'https://dl.acm.org/citation.cfm?id=3341979']",['conf/msr/2019'],['db/conf/msr/msr2019.html#ScocciaPPCK19'],inproceedings
"['Anh Cuong Nguyen', 'Siau-Cheng Khoo']",Discovering complete API rules with mutation testing.,['151-160'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224275', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224275', 'http://dl.acm.org/citation.cfm?id=2664471']",['conf/msr/2012'],['db/conf/msr/msr2012.html#NguyenK12'],inproceedings
"['Hongbo Fang', 'Daniel Klug', 'Hemank Lamba', 'James D. Herbsleb', 'Bogdan Vasilescu']",Need for Tweet: How Open Source Developers Talk About Their GitHub Work on Twitter.,['322-326'],2020,MSR,['https://doi.org/10.1145/3379597.3387466'],['conf/msr/2020'],['db/conf/msr/msr2020.html#FangKLHV20'],inproceedings
"['Takuya Watanabe 0001', 'Mitsuaki Akiyama', 'Fumihiro Kanei', 'Eitaro Shioji', 'Yuta Takata', 'Bo Sun', 'Yuta Ishii', 'Toshiki Shibahara', 'Takeshi Yagi', 'Tatsuya Mori']",Understanding the origins of mobile app vulnerabilities: a large-scale measurement study of free and paid apps.,['14-24'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.23', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.23', 'http://dl.acm.org/citation.cfm?id=3104193']",['conf/msr/2017'],['db/conf/msr/msr2017.html#WatanabeAKSTSIS17'],inproceedings
"['Rebecca Tiarks', 'Walid Maalej']",How does a typical tutorial for mobile development look like?,['272-281'],2014,MSR,['https://doi.org/10.1145/2597073.2597106'],['conf/msr/2014'],['db/conf/msr/msr2014.html#TiarksM14'],inproceedings
"['Hoda Naguib', 'Nitesh Narayan', 'Bernd Brügge', 'Dina Helal']",Bug report assignee recommendation using activity profiles.,['22-30'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6623999', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6623999', 'http://dl.acm.org/citation.cfm?id=2487091']",['conf/msr/2013'],['db/conf/msr/msr2013.html#NaguibNBH13'],inproceedings
['Ahmed E. Hassan'],Raising MSR researchers: an experience report on teaching a graduate seminar course in mining software repositories (MSR).,['121-125'],2016,MSR,['https://doi.org/10.1145/2901739.2901780'],['conf/msr/2016'],['db/conf/msr/msr2016.html#Hassan16'],inproceedings
"['Mauricio Soto', 'Claire Le Goues']",Common statement kind changes to inform automatic program repair.,['102-105'],2018,MSR,"['https://doi.org/10.1145/3196398.3196472', 'http://ieeexplore.ieee.org/document/8595190']",['conf/msr/2018'],['db/conf/msr/msr2018.html#SotoG18'],inproceedings
"['Nicolas Dintzner', 'Arie van Deursen', 'Martin Pinzger 0001']",FEVER: extracting feature-oriented changes from commits.,['85-96'],2016,MSR,"['https://doi.org/10.1145/2901739.2901755', 'https://www.wikidata.org/entity/Q57908645']",['conf/msr/2016'],['db/conf/msr/msr2016.html#DintznerDP16'],inproceedings
"['Jason R. Casebolt', 'Jonathan L. Krein', 'Alexander C. MacLean', 'Charles D. Knutson', 'Daniel P. Delorey']",Author entropy vs. file size in the gnome suite of applications.,['91-94'],2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069484', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069484']",['conf/msr/2009'],['db/conf/msr/msr2009.html#CaseboltKMKD09'],inproceedings
"['Takafumi Fukushima', 'Yasutaka Kamei', 'Shane McIntosh', 'Kazuhiro Yamashita', 'Naoyasu Ubayashi']",An empirical study of just-in-time defect prediction using cross-project models.,['172-181'],2014,MSR,['https://doi.org/10.1145/2597073.2597075'],['conf/msr/2014'],['db/conf/msr/msr2014.html#FukushimaKMYU14'],inproceedings
"['Aiko Yamashita', 'Fábio Petrillo', 'Foutse Khomh', 'Yann-Gaël Guéhéneuc']",Developer interaction traces backed by IDE screen recordings from think aloud sessions.,['50-53'],2018,MSR,"['https://doi.org/10.1145/3196398.3196457', 'http://ieeexplore.ieee.org/document/8595177']",['conf/msr/2018'],['db/conf/msr/msr2018.html#YamashitaPKG18'],inproceedings
"['Sakib Haque', 'Alexander LeClair', 'Lingfei Wu', 'Collin McMillan']",Improved Automatic Summarization of Subroutines via Attention to File Context.,['300-310'],2020,MSR,['https://doi.org/10.1145/3379597.3387449'],['conf/msr/2020'],['db/conf/msr/msr2020.html#HaqueLWM20'],inproceedings
"['Tomoki Nakamaru', 'Tomomasa Matsunaga', 'Tetsuro Yamazaki', 'Soramichi Akiyama', 'Shigeru Chiba']",An Empirical Study of Method Chaining in Java.,['93-102'],2020,MSR,['https://doi.org/10.1145/3379597.3387441'],['conf/msr/2020'],['db/conf/msr/msr2020.html#NakamaruMYAC20'],inproceedings
"['Mina Askari', 'Richard C. Holt']",Information theoretic evaluation of change prediction models for large-scale software.,['126-132'],2006,MSR,['https://doi.org/10.1145/1137983.1138013'],['conf/msr/2006'],['db/conf/msr/msr2006.html#AskariH06'],inproceedings
"['Leonardo da Silva Sousa', 'Diego Cedrim', 'Alessandro Garcia 0001', 'Willian Nalepa Oizumi', 'Ana Carla Bibiano', 'Daniel Oliveira', 'Miryung Kim', 'Anderson Oliveira']","Characterizing and Identifying Composite Refactorings: Concepts, Heuristics and Patterns.",['186-197'],2020,MSR,['https://doi.org/10.1145/3379597.3387477'],['conf/msr/2020'],['db/conf/msr/msr2020.html#SousaCGOBOKO20'],inproceedings
['Margaret-Anne D. Storey'],MSR 2012 keynote: The evolution of the social programmer.,['140'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224273', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224273', 'http://dl.acm.org/citation.cfm?id=2664469']",['conf/msr/2012'],['db/conf/msr/msr2012.html#Storey12'],inproceedings
